ID,Numar post de transformare,Nume,Descrierea BDI,Proprietar,Detaliere Proprietar,Locatia 1,Sucursala,Locatia CE,Numar,PA/PT,Descriere loc functional Retele JT,Descriere obiect tehnic LES JT,Descriere obiect tehnic LEA JT,Tipul constructiv al PT*,Descriere loc functional,Grup planificatori pentru serviciu clienti si intr unit log,Post de lucru,Post de lucru principal pentru sarcini intret,Sectie unitate logistica,Unitate logistica de planificare a întretinerii,Unitate logistica de întretinere,Unitati logistice asociate cu post lucru principal
80,7,0008 UZINA DE APA  BUZAU,PA 0008 UZINA DE APA  BUZAU,DEER,,LES 6 KV UZINA DE APA BZ,Buzau,LES 6 KV UZINA DE APA BZ CE MT JT BUZAU+BUZAU SUD,4,PA,RET JT PA 0008 UZINA DE APA  BUZAU,,,,PA 0008 UZINA DE APA  BUZAU,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE MUNICIPAL BZ,FORMATIA EXPLOATARE MUNICIPAL BZ,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
5766,7,CRESA,PTZ 0007 CRESA,DEER,,LES 6 KV 6_MARTIE,Buzau,LES 6 KV 6_MARTIE CE MT JT BUZAU+BUZAU SUD,1,PT,RET JT PTZ 0007 CRESA,LES JT PTZ 0007 CRESA RM SARAT,LEA JT PTZ 0007 CRESA RM SARAT,PTZ - Zidit,PTZ 0007 CRESA,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RM.SARAT URBAN,FORMATIA EXPLOATARE RM.SARAT URBAN,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
5990,8,SOS FOCSANI,PTZ 0008 SOS FOCSANI,DEER,,LES 20 KV STRAND,Buzau,LES 20 KV STRAND CE MT JT RM.SARAT,2,PT,RET JT PTZ 0008 SOS FOCSANI,LES JT PTZ 0008 SOS FOCSANI RM SARAT,LEA JT PTZ 0008 SOS FOCSANI RM SARAT,PTZ - Zidit,PTZ 0008 SOS FOCSANI,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RM.SARAT URBAN,FORMATIA EXPLOATARE RM.SARAT URBAN,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
8095,8,IZVORUL DULCE I,PTA 0008 IZVORUL DULCE I,DEER,,LEA 20 KV PIETROASELE,Buzau,LEA 20 KV PIETROASELE CE MT JT BUZAU+BUZAU SUD,20,PT,RET JT PTA 0008 IZVORUL DULCE I,,LEA JT PTA 0008 IZVORUL DULCE I,PTA - Aerian,PTA 0008 IZVORUL DULCE I,CE MT JT Buzau+Buzau Sud,FORMATIA SO SUD,FORMATIA SO SUD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
19677,8,CEF8,PA CEF8,DEER,PC 0008 CEF8,LEA 20 KV ZORESTI,Buzau,LEA 20 KV ZORESTI CE MT JT BUZAU+BUZAU SUD,8,PA,RET JT PA CEF8,,,,PA CEF8,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE STATII  2 NORD,FORMATIA EXPLOATARE STATII  2 NORD,CE 110 KV  Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
5982,8,HOMESTI,PTA 0008 HOMESTI,DEER,,LEA 20 KV RACOVITENI,Buzau,LEA 20 KV RACOVITENI CE MT JT RM.SARAT,47,PT,RET JT PTA 0008 HOMESTI,,LEA JT PTA 0008 HOMESTI,PTA - Aerian,PTA 0008 HOMESTI,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE  RM.SARAT RURAL,FORMATIA EXPLOATARE  RM.SARAT RURAL,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
5993,8,VERNESTI,PTA 0008 VERNESTI,DEER,,LEA 20 KV VERNESTI,Buzau,LEA 20 KV VERNESTI CE MT JT BUZAU NORD,20,PT,RET JT PTA 0008 VERNESTI,LES JT PTA 0008 VERNESTI,LEA JT PTA 0008 VERNESTI,PTA - Aerian,PTA 0008 VERNESTI,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE BERCA,FORMATIA EXPLOATARE RETELE BERCA,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
10379,8,UZINA DE APA,PTZ 0008 UZINA DE APA,DEER,,LES 6 KV UZINA DE APA BZ,Buzau,LES 6 KV UZINA DE APA BZ CE MT JT BUZAU+BUZAU SUD,5,PT,RET JT PTZ 0008 UZINA DE APA,LES JT PTZ 0008 UZINA DE APA,,PTZ - Zidit,PTZ 0008 UZINA DE APA,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE MUNICIPAL BZ,FORMATIA EXPLOATARE MUNICIPAL BZ,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
6189,9,CANDESTI = CASAT,PTA 0009 CANDESTI = CASAT,DEER,DESFIINTAT 2018,LEA 20 KV SILOZ = DEFECTA,Buzau,LEA 20 KV CINDESTI CE MT JT BUZAU NORD,14,PT,RET JT PTA 0009 CANDESTI = CASAT,LES JT PTA 0009 CANDESTI,LEA JT PTA 0009 CANDESTI,PTA - Aerian,PTA 0009 CANDESTI = CASAT,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE BERCA,FORMATIA EXPLOATARE RETELE BERCA,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
6193,9,HERASTI GREBANU,PTA 0009 HERASTI GREBANU,DEER,,LEA 20 KV RACOVITENI,Buzau,LEA 20 KV RACOVITENI CE MT JT RM.SARAT,48,PT,RET JT PTA 0009 HERASTI GREBANU,,LEA JT PTA 0009 HERASTI GREBANU,PTA - Aerian,PTA 0009 HERASTI GREBANU,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE  RM.SARAT RURAL,FORMATIA EXPLOATARE  RM.SARAT RURAL,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
10396,9,LIC ENERGETIC BUZAU,PTZ 0009 LIC ENERGETIC BUZAU,DEER,,LES 20 KV LICEUL ENERGETIC,Buzau,LES 20 KV LICEUL ENERGETIC CE MT JT BUZAU+BUZAU SUD,9,PT,RET JT PTZ 0009 LIC ENERGETIC BUZAU,LES JT PTZ 0009 LIC ENERGETIC BUZAU,,PTZ - Zidit,PTZ 0009 LIC ENERGETIC BUZAU,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE MUNICIPAL BZ,FORMATIA EXPLOATARE MUNICIPAL BZ,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
8105,9,DEALUL VIEI,PTA 0009 DEALUL VIEI,DEER,,LEA 20 KV PIETROASELE,Buzau,LEA 20 KV PIETROASELE CE MT JT BUZAU+BUZAU SUD,16,PT,RET JT PTA 0009 DEALUL VIEI,,LEA JT PTA 0009 DEALUL VIEI,PTA - Aerian,PTA 0009 DEALUL VIEI,CE MT JT Buzau+Buzau Sud,FORMATIA SO SUD,FORMATIA SO SUD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
10397,9,MAN CRANG II BUZAU,PTZ 0009 MAN CRANG II BUZAU,DEER,,LES 6 KV PA 80,Buzau,LES 6 KV PA 80 CE MT JT BUZAU+BUZAU SUD,13,PT,RET JT PTZ 0009 MAN CRANG II BUZAU,LES JT PTZ 0009 MAN CRANG II BUZAU,,PTZ - Zidit,PTZ 0009 MAN CRANG II BUZAU,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE MUNICIPAL BZ,FORMATIA EXPLOATARE MUNICIPAL BZ,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
6201,9,TIGARETE,PTZ 0009 TIGARETE,DEER,PTZ 0009 TIGARETE,LES 6 KV TIGARETE,Buzau,LES 6 KV TIGARETE CE MT JT RM.SARAT,1,PT,RET JT PTZ 0009 TIGARETE,LES JT PTZ 0009 TIGARETE RM SARAT,,PTZ - Zidit,PTZ 0009 TIGARETE,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RM.SARAT URBAN,FORMATIA EXPLOATARE RM.SARAT URBAN,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
43,10,0011 ZONA CFR - BUZAU,PA 0011 ZONA CFR - BUZAU,DEER,,LES 6 KV ZONA CFR,Buzau,LES 6 KV ZONA CFR CE MT JT BUZAU+BUZAU SUD,115,PA,RET JT PA 0011 ZONA CFR - BUZAU,,,,PA 0011 ZONA CFR - BUZAU,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE MUNICIPAL BZ,FORMATIA EXPLOATARE MUNICIPAL BZ,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
10202,10,PASAJ BUZAU,PTZ 0010 PASAJ BUZAU,DEER,PTZ 0010 PASAJ BUZAU,LES 6 KV PASAJ 1,Buzau,LES 6 KV PASAJ 1 CE MT JT BUZAU+BUZAU SUD,9,PT,RET JT PTZ 0010 PASAJ BUZAU,LES JT PTZ 0010 PASAJ BUZAU,LEA JT PTZ 0010 PASAJ BUZAU,PTZ - Zidit,PTZ 0010 PASAJ BUZAU,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE MUNICIPAL BZ,FORMATIA EXPLOATARE MUNICIPAL BZ,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
18379,10,PC 0006 CEF_6 ZAPLAZI,PA PC 0006 CEF_6 ZAPLAZI,DEER,,LEA 20 KV RACOVITENI,Buzau,LEA 20 KV RACOVITENI CE MT JT RM.SARAT,50,PA,RET JT PA PC 0006 CEF_6 ZAPLAZI,,,,PA PC 0006 CEF_6 ZAPLAZI,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE  RM.SARAT RURAL,FORMATIA EXPLOATARE  RM.SARAT RURAL,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
482,10,SMA BALTA ALBA,PTA 0010 SMA BALTA ALBA,DEER,,LEA 20 KV BALTA ALBA,Buzau,LEA 20 KV BALTA ALBA CE MT JT RM.SARAT,23,PT,RET JT PTA 0010 SMA BALTA ALBA,,LEA JT PTA 0010 SMA BALTA ALBA,PTA - Aerian,PTA 0010 SMA BALTA ALBA,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE  RM.SARAT RURAL,FORMATIA EXPLOATARE  RM.SARAT RURAL,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
466,10,BISOCA SCOALA,PTA 0010 BISOCA SCOALA,DEER,,LEA 20 KV VINTILA VODA,Buzau,LEA 20 KV VINTILA VODA CE MT JT BUZAU NORD,63,PT,RET JT PTA 0010 BISOCA SCOALA,LES JT PTA 0010 BISOCA,LEA JT PTA 0010 BISOCA,PTA - Aerian,PTA 0010 BISOCA SCOALA,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE NORD,FORMATIA EXPLOATARE RETELE NORD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
7647,10,DARA,PTA 0010 DARA,DEER,,LEA 20 KV PIETROASELE,Buzau,LEA 20 KV PIETROASELE CE MT JT BUZAU+BUZAU SUD,31,PT,RET JT PTA 0010 DARA,,LEA JT PTA 0010 DARA,PTA - Aerian,PTA 0010 DARA,CE MT JT Buzau+Buzau Sud,FORMATIA SO SUD,FORMATIA SO SUD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
10201,10,BLOC CFR,PTZ 0010 BLOC CFR,DEER,,LES 20 KV MICRO 5,Buzau,LES 20 KV MICRO 5 CE MT JT BUZAU+BUZAU SUD,1,PT,RET JT PTZ 0010 BLOC CFR,LES JT PTZ 0010 BLOC CFR,LEA JT PTZ 0010 BLOC CFR,PTZ - Zidit,PTZ 0010 BLOC CFR,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE MUNICIPAL BZ,FORMATIA EXPLOATARE MUNICIPAL BZ,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
1057,11,STIUBEIU PUIESTI,PTA 0011 STIUBEIU PUIESTI,DEER,,LEA 20 KV CIORASTI,Buzau,LEA 20 KV CIORASTI  CE MT JT RM.SARAT,14,PT,RET JT PTA 0011 STIUBEIU PUIESTI,,LEA JT PTA 0011 STIUBEIU PUIESTI,PTA - Aerian,PTA 0011 STIUBEIU PUIESTI,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE  RM.SARAT RURAL,FORMATIA EXPLOATARE  RM.SARAT RURAL,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
10217,11,ZONA CFR,PTZ 0011 ZONA CFR,DEER,,LES 6 KV ZONA CFR,Buzau,LES 6 KV ZONA CFR CE MT JT BUZAU+BUZAU SUD,9,PT,RET JT PTZ 0011 ZONA CFR,,LEA JT PTZ 0011 ZONA CFR,PTZ - Zidit,PTZ 0011 ZONA CFR,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE MUNICIPAL BZ,FORMATIA EXPLOATARE MUNICIPAL BZ,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
7666,11,BREAZA 1,PTA 0011 BREAZA 1,DEER,,LEA 20 KV NAENI,Buzau,LEA 20 KV NAENI CE MT JT BUZAU+BUZAU SUD,38,PT,RET JT PTA 0011 BREAZA 1,,LEA JT PTA 0011 BREAZA 1,PTA - Aerian,PTA 0011 BREAZA 1,CE MT JT Buzau+Buzau Sud,FORMATIA SO SUD,FORMATIA SO SUD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
1041,11,AVICOLA,PTZ 0011 AVICOLA,DEER,,LES 6 KV TIGARETE,Buzau,LES 6 KV TIGARETE CE MT JT RM.SARAT,4,PT,RET JT PTZ 0011 AVICOLA,LES JT PTZ 0011 AVICOLA RM SARAT,LEA JT PTZ 0011 AVICOLA RM SARAT,PTZ - Zidit,PTZ 0011 AVICOLA,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RM.SARAT URBAN,FORMATIA EXPLOATARE RM.SARAT URBAN,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
44,12,12 MOARA 11 IUNIE,PA 12 MOARA 11 IUNIE,DEER,BOROMIR PROD,LES 6 KV MOARA 11 IUNIE,Buzau,LES 6 KV MOARA 11 IUNIE CE MT JT BUZAU+BUZAU SUD,1,PA,RET JT PA 12 MOARA 11 IUNIE,,,,PA 12 MOARA 11 IUNIE,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE MUNICIPAL BZ,FORMATIA EXPLOATARE MUNICIPAL BZ,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
1471,12,SC IRU = CASAT,PTZ 0012 SC IRU = CASAT,DEER,CASAT 2017,LEA 20 KV SILOZ = DEFECTA,Buzau,LES 6 KV TIGARETE CE MT JT RM.SARAT,98,PT,RET JT PTZ 0012 SC IRU = CASAT,LES JT PTZ 0012 IRU RM SARAT,,PTZ - Zidit,PTZ 0012 SC IRU = CASAT,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE MUNICIPAL BZ,FORMATIA EXPLOATARE MUNICIPAL BZ,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
1474,12,MACRINA,PTA 0012 MACRINA,DEER,,LEA 20 KV CIORASTI,Buzau,LEA 20 KV CIORASTI  CE MT JT RM.SARAT,20,PT,RET JT PTA 0012 MACRINA,,LEA JT PTA 0012 MACRINA,PTA - Aerian,PTA 0012 MACRINA,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE  RM.SARAT RURAL,FORMATIA EXPLOATARE  RM.SARAT RURAL,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
7678,12,ICHV BUZAU,PTA 0012 ICHV BUZAU,DEER,,LEA 20 KV BECENI,Buzau,LEA 20 KV BECENI CE MT JT BUZAU NORD,2,PT,RET JT PTA 0012 ICHV BUZAU,LES JT PTA 0012 ICHV BUZAU,LEA JT PTA 0012 ICHV BUZAU,PTA - Aerian,PTA 0012 ICHV BUZAU,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE MUNICIPAL BZ,FORMATIA EXPLOATARE MUNICIPAL BZ,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
1473,12,MFA MARACINENI,PTA 0012 MFA MARACINENI,DEER,,LEA 20 KV IRIGATII,Buzau,LEA 20 KV IRIGATII CE MT JT BUZAU NORD,5,PT,RET JT PTA 0012 MFA MARACINENI,LES JT PTA 0012 MFA MARACINENI,LEA JT PTA 0012 MFA MARACINENI,PTA - Aerian,PTA 0012 MFA MARACINENI,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE NORD,FORMATIA EXPLOATARE RETELE NORD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
1696,13,PUIESTII DE SUS,PTA 0013 PUIESTII DE SUS,DEER,,LEA 20 KV CIORASTI,Buzau,LEA 20 KV CIORASTI  CE MT JT RM.SARAT,18,PT,RET JT PTA 0013 PUIESTII DE SUS,,LEA JT PTA 0013 PUIESTII DE SUS,PTA - Aerian,PTA 0013 PUIESTII DE SUS,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE  RM.SARAT RURAL,FORMATIA EXPLOATARE  RM.SARAT RURAL,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
14893,13,PC 0013 KAUFLAND,PA PC 0013 KAUFLAND,DEER,,LES 20 KV POMPIERI,Buzau,LES 20 KV POMPIERI CE MT JT RM.SARAT,9,PA,RET JT PA PC 0013 KAUFLAND,,,,PA PC 0013 KAUFLAND,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RM.SARAT URBAN,FORMATIA EXPLOATARE RM.SARAT URBAN,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
1681,13,BORDUSANI,PTA 0013 BORDUSANI,DEER,,LEA 20 KV SCURTESTI,Buzau,LEA 20 KV SCURTESTI CE MT JT BUZAU NORD,36,PT,RET JT PTA 0013 BORDUSANI,LES JT PTA 0013 BORDUSANI,LEA JT PTA 0013 BORDUSANI,PTA - Aerian,PTA 0013 BORDUSANI,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE NORD,FORMATIA EXPLOATARE RETELE NORD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
7690,13,PECO BRAILEI = DESFIINTAT,PTA 0013 PECO BRAILEI = DESFIINTAT,DEER,DESFIINTAT IN 2019.,LEA 20 KV SILOZ = DEFECTA,Buzau,LEA 20 KV SILOZ = DEFECTA CE MT JT BUZAU+BUZAU SUD,9999,PT,RET JT PTA 0013 PECO BRAILEI = DESFII,,LEA JT PTA 0013 PECO BUZAU,PTA - Aerian,PTA 0013 PECO BRAILEI = DESFIINTAT,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE MUNICIPAL BZ,FORMATIA EXPLOATARE MUNICIPAL BZ,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
45,13,0014 GARLASI BUZAU,PA 0014 GARLASI BUZAU,DEER,,LES 6 KV GARLASI,Buzau,LES 6 KV GARLASI CE MT JT BUZAU+BUZAU SUD,25,PA,RET JT PA 0014 GARLASI BUZAU,,,,PA 0014 GARLASI BUZAU,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE MUNICIPAL BZ,FORMATIA EXPLOATARE MUNICIPAL BZ,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
1871,14,PUIESTII DE JOS_1,PTA 0014 PUIESTII DE JOS_1,DEER,,LEA 20 KV CIORASTI,Buzau,LEA 20 KV CIORASTI  CE MT JT RM.SARAT,27,PT,RET JT PTA 0014 PUIESTII DE JOS_1,,LEA JT PTA 0014 PUIESTII DE JOS,PTA - Aerian,PTA 0014 PUIESTII DE JOS_1,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE  RM.SARAT RURAL,FORMATIA EXPLOATARE  RM.SARAT RURAL,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
10255,14,GARLASI BUZAU,PTZ 0014 GARLASI BUZAU,DEER,,LES 6 KV GARLASI,Buzau,LES 6 KV GARLASI CE MT JT BUZAU+BUZAU SUD,9,PT,RET JT PTZ 0014 GARLASI BUZAU,LES JT PTZ 0014 GARLASI BUZAU,LEA JT PTZ 0014 GARLASI BUZAU,PTZ - Zidit,PTZ 0014 GARLASI BUZAU,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE MUNICIPAL BZ,FORMATIA EXPLOATARE MUNICIPAL BZ,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
1869,14,POSTA VECHE,PTA 0014 POSTA VECHE,DEER,,LEA 20 KV VADU SORESTI,Buzau,LEA 20 KV VADU SORESTI CE MT JT BUZAU NORD,11,PT,RET JT PTA 0014 POSTA VECHE,LES JT PTA 0014 POSTA VECHE,LEA JT PTA 0014 POSTA VECHE,PTA - Aerian,PTA 0014 POSTA VECHE,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE NORD,FORMATIA EXPLOATARE RETELE NORD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
7704,14,VISPESTI,PTA 0014 VISPESTI,DEER,,LEA 20 KV NAENI,Buzau,LEA 20 KV NAENI CE MT JT BUZAU+BUZAU SUD,36,PT,RET JT PTA 0014 VISPESTI,,LEA JT PTA 0014 VISPESTI,PTA - Aerian,PTA 0014 VISPESTI,CE MT JT Buzau+Buzau Sud,FORMATIA SO SUD,FORMATIA SO SUD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
10254,14,CT 2 MICRO 5 BUZAU,PTZ 0014 CT 2 MICRO 5 BUZAU,DEER,,LES 20 KV MICRO 5,Buzau,LES 20 KV MICRO 5 CE MT JT BUZAU+BUZAU SUD,10,PT,RET JT PTZ 0014 CT 2 MICRO 5 BUZAU,LES JT PTZ 0014 CT 2 MICRO 5 BUZAU,,PTZ - Zidit,PTZ 0014 CT 2 MICRO 5 BUZAU,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE MUNICIPAL BZ,FORMATIA EXPLOATARE MUNICIPAL BZ,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
2037,15,NICOLESTI_1,PTA 0015 NICOLESTI_1,DEER,,LEA 20 KV CIORASTI,Buzau,LEA 20 KV CIORASTI  CE MT JT RM.SARAT,29,PT,RET JT PTA 0015 NICOLESTI_1,,LEA JT PTA 0015 NICOLESTI,PTA - Aerian,PTA 0015 NICOLESTI_1,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE  RM.SARAT RURAL,FORMATIA EXPLOATARE  RM.SARAT RURAL,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
2041,15,POSTA CALNAU_2,PTA 0015 POSTA CALNAU_2,DEER,PTA 0015 POSTA CILNAU,LEA 20 KV VADU SORESTI,Buzau,LEA 20 KV VADU SORESTI CE MT JT BUZAU NORD,14,PT,RET JT PTA 0015 POSTA CALNAU_2,LES JT PTA 0015 POSTA NOUA,LEA JT PTA 0015 POSTA NOUA,PTA - Aerian,PTA 0015 POSTA CALNAU_2,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE NORD,FORMATIA EXPLOATARE RETELE NORD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
10259,15,PATRIEI  BUZAU,PTZ 0015 PATRIEI  BUZAU,DEER,,LES 6 KV PA 34 BALCESCU,Buzau,LES 6 KV PA 34 BALCESCU CE MT JT BUZAU+BUZAU SUD,9,PT,RET JT PTZ 0015 PATRIEI  BUZAU,,LEA JT PTZ 0015 PATRIEI  BUZAU,PTZ - Zidit,PTZ 0015 PATRIEI  BUZAU,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE MUNICIPAL BZ,FORMATIA EXPLOATARE MUNICIPAL BZ,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
7710,15,MONTEORU 1,PTA 0015 MONTEORU 1,DEER,,LEA 20 KV MONTEORU,Buzau,LEA 20 KV MONTEORU CE MT JT BUZAU+BUZAU SUD,18,PT,RET JT PTA 0015 MONTEORU 1,,LEA JT PTA 0015 MONTEORU 1,PTA - Aerian,PTA 0015 MONTEORU 1,CE MT JT Buzau+Buzau Sud,FORMATIA SO SUD,FORMATIA SO SUD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
10258,15,BLOC 10 BUZAU,PTZ 0015 BLOC 10 BUZAU,DEER,,LES 20 KV MICRO 5,Buzau,LES 20 KV MICRO 5 CE MT JT BUZAU+BUZAU SUD,1,PT,RET JT PTZ 0015 BLOC 10 BUZAU,LES JT PTZ 0015 BLOC 10 BUZAU,,PTZ - Zidit,PTZ 0015 BLOC 10 BUZAU,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE MUNICIPAL BZ,FORMATIA EXPLOATARE MUNICIPAL BZ,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
2189,16,DASCALESTI_1,PTA 0016 DASCALESTI_1,DEER,,LEA 20 KV CIORASTI,Buzau,LEA 20 KV CIORASTI  CE MT JT RM.SARAT,33,PT,RET JT PTA 0016 DASCALESTI_1,,LEA JT PTA 0016 DASCALESTI,PTA - Aerian,PTA 0016 DASCALESTI_1,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE  RM.SARAT RURAL,FORMATIA EXPLOATARE  RM.SARAT RURAL,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
2200,16,POTARNICHESTI,PTA 0016 POTARNICHESTI,DEER,,LEA 20 KV VADU SORESTI,Buzau,LEA 20 KV VADU SORESTI CE MT JT BUZAU NORD,6,PT,RET JT PTA 0016 POTARNICHESTI,LES JT PTA 0016 POTARNICHESTI,LEA JT PTA 0016 POTARNICHESTI,PTA - Aerian,PTA 0016 POTARNICHESTI,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE NORD,FORMATIA EXPLOATARE RETELE NORD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
7714,16,NAENI,PTA 0016 NAENI,DEER,,LEA 20 KV NAENI,Buzau,LEA 20 KV NAENI CE MT JT BUZAU+BUZAU SUD,25,PT,RET JT PTA 0016 NAENI,,LEA JT PTA 0016 NAENI,PTA - Aerian,PTA 0016 NAENI,CE MT JT Buzau+Buzau Sud,FORMATIA SO SUD,FORMATIA SO SUD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
10260,16,BLOC 37 BUZAU,PTZ 0016 BLOC 37 BUZAU,DEER,,LES 20 KV MICRO 5,Buzau,LES 20 KV MICRO 5 CE MT JT BUZAU+BUZAU SUD,1,PT,RET JT PTZ 0016 BLOC 37 BUZAU,LES JT PTZ 0016 BLOC 37 BUZAU,LEA JT PTZ 0016 BLOC 37 BUZAU,PTZ - Zidit,PTZ 0016 BLOC 37 BUZAU,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE MUNICIPAL BZ,FORMATIA EXPLOATARE MUNICIPAL BZ,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
